Question,Logical Formula,Sparql Query
236. Give me movies acted by both Liz Taylor and Richard Burton .,(fb:phrase.prop.picture (and (fb:phrase.prop.field fb:phrase.Liz_The_Elizabeth_Taylor_Story) fb:phrase.Richard_Burton)),SELECT DISTINCT ?x3 WHERE { ?x1 dbo:field dbr:Liz:_The_Elizabeth_Taylor_Story . FILTER (?x1 = dbr:Richard_Burton) . ?x1 fb:type.object.type ?x2 . ?x3 dbo:picture ?x1 }
236. Give me movies acted by both Liz Taylor and Richard Burton .,(fb:phrase.prop.picture (and (fb:phrase.prop.field fb:phrase.Liz_The_Elizabeth_Taylor_Story) fb:phrase.Richard_Burtons_Hamlet)),SELECT DISTINCT ?x3 WHERE { ?x1 dbo:field dbr:Liz:_The_Elizabeth_Taylor_Story . FILTER (?x1 = dbr:Richard_Burton's_Hamlet) . ?x1 fb:type.object.type ?x2 . ?x3 dbo:picture ?x1 }
236. Give me movies acted by both Liz Taylor and Richard Burton .,(fb:phrase.prop.picture (and (fb:phrase.prop.field fb:phrase.Liz_The_Elizabeth_Taylor_Story) fb:phrase.Hilarie_Burton)),SELECT DISTINCT ?x3 WHERE { ?x1 dbo:field dbr:Liz:_The_Elizabeth_Taylor_Story . FILTER (?x1 = dbr:Hilarie_Burton) . ?x1 fb:type.object.type ?x2 . ?x3 dbo:picture ?x1 }
237. Tell me English are actors featuring in Lovesick .,(and fb:phrase.English (fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.Lovesick_Blues))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 dbo:starring dbr:Lovesick_Blues . dbr:English dbo:artist ?x1 . FILTER (?x2 = dbr:English) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
237. Tell me English are actors featuring in Lovesick .,(and fb:phrase.English (fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.Torasans_Lovesick))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 dbo:starring dbr:Tora-san's_Lovesick . dbr:English dbo:artist ?x1 . FILTER (?x2 = dbr:English) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
237. Tell me English are actors featuring in Lovesick .,(and fb:phrase.English (fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.Scrotal_Recall))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 dbo:starring dbr:Scrotal_Recall . dbr:English dbo:artist ?x1 . FILTER (?x2 = dbr:English) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
238. What is the founding year of Jack Wolfskin ?,((reverse fb:phrase.prop.institution) fb:phrase.Jack_Wolfskin),SELECT DISTINCT ?x1 WHERE { dbr:Jack_Wolfskin dbo:institution ?x1 }
238. What is the founding year of Jack Wolfskin ?,((reverse fb:phrase.prop.institution) fb:phrase.Wolfskin),SELECT DISTINCT ?x1 WHERE { dbr:Wolfskin dbo:institution ?x1 }
238. What is the founding year of Jack Wolfskin ?,((reverse fb:phrase.prop.institution) fb:phrase.The_Jack),SELECT DISTINCT ?x1 WHERE { dbr:The_Jack dbo:institution ?x1 }
239. What is the population of capital of Australia ?,((reverse fb:phrase.prop.country) ((reverse fb:phrase.prop.capital) fb:phrase.Australia)),SELECT DISTINCT ?x2 WHERE { dbr:Australia dbo:capital ?x1 . ?x1 dbo:country ?x2 }
239. What is the population of capital of Australia ?,((reverse fb:phrase.prop.country) ((reverse fb:phrase.prop.capital) fb:phrase.For_Australia)),SELECT DISTINCT ?x2 WHERE { dbr:For_Australia dbo:capital ?x1 . ?x1 dbo:country ?x2 }
239. What is the population of capital of Australia ?,((reverse fb:phrase.prop.country) ((reverse fb:phrase.prop.capital) fb:phrase.Airservices_Australia)),SELECT DISTINCT ?x2 WHERE { dbr:Airservices_Australia dbo:capital ?x1 . ?x1 dbo:country ?x2 }
240. Name the biggest stadium in Spain ?,(fb:phrase.prop.ground fb:phrase.Spain),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:ground dbr:Spain }
240. Name the biggest stadium in Spain ?,(fb:phrase.prop.ground fb:phrase.Vilches_Spain),"SELECT DISTINCT ?x1 WHERE { ?x1 dbo:ground dbr:Vilches,_Spain }"
240. Name the biggest stadium in Spain ?,(fb:phrase.prop.ground fb:phrase.Toledo_Spain),"SELECT DISTINCT ?x1 WHERE { ?x1 dbo:ground dbr:Toledo,_Spain }"
241. Boston Tea Party happened on which date ?,(and fb:phrase.Tea_Party_Express ((reverse fb:phrase.prop.date) (fb:rdf.type.prop fb:nounphrase.Event))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Expert . ?x1 dbo:date dbr:Tea_Party_Express . FILTER (?x2 = dbr:Tea_Party_Express) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
241. Boston Tea Party happened on which date ?,(and fb:phrase.Tea_Party_Express ((reverse fb:phrase.prop.suppreddedDate) (fb:rdf.type.prop fb:nounphrase.Event))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Expert . ?x1 dbo:suppreddedDate dbr:Tea_Party_Express . FILTER (?x2 = dbr:Tea_Party_Express) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
241. Boston Tea Party happened on which date ?,(and fb:phrase.Tea_Party_Express ((reverse fb:phrase.prop.epoch) (fb:rdf.type.prop fb:nounphrase.Event))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Expert . ?x1 dbo:epoch dbr:Tea_Party_Express . FILTER (?x2 = dbr:Tea_Party_Express) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
242. Sungkyunkwan University is located at which place?,(and fb:phrase.Sungkyunkwan_University (fb:phrase.prop.location (fb:rdf.type.prop fb:nounphrase.Place))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Alliance . dbr:Sungkyunkwan_University dbo:location ?x1 . FILTER (?x2 = dbr:Sungkyunkwan_University) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
242. Sungkyunkwan University is located at which place?,(and fb:phrase.Sungkyunkwan_University (fb:phrase.prop.location (fb:rdf.type.prop fb:nounphrase.Location))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbo:location . dbr:Sungkyunkwan_University dbo:location ?x1 . FILTER (?x2 = dbr:Sungkyunkwan_University) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
242. Sungkyunkwan University is located at which place?,(and fb:phrase.Sungkyunkwan_University (fb:phrase.prop.locatedInArea (fb:rdf.type.prop fb:nounphrase.Place))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Alliance . dbr:Sungkyunkwan_University dbo:locatedInArea ?x1 . FILTER (?x2 = dbr:Sungkyunkwan_University) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
243. Did Sigmund Freud's marriage happen ?,((reverse fb:phrase.prop.party) fb:phrase.Sigmund_Freud),SELECT DISTINCT ?x1 WHERE { dbr:Sigmund_Freud dbo:party ?x1 }
243. Did Sigmund Freud's marriage happen ?,((reverse fb:phrase.prop.result) fb:phrase.Sigmund_Freud),SELECT DISTINCT ?x1 WHERE { dbr:Sigmund_Freud dbo:result ?x1 }
243. Did Sigmund Freud's marriage happen ?,((reverse fb:phrase.prop.event) fb:phrase.Sigmund_Freud),SELECT DISTINCT ?x1 WHERE { dbr:Sigmund_Freud dbo:event ?x1 }
244. Whom Predident Chirac married to?,((reverse fb:phrase.prop.spouse) fb:phrase.Jacques_Chirac),SELECT DISTINCT ?x1 WHERE { dbr:Jacques_Chirac dbo:spouse ?x1 }
244. Whom Predident Chirac married to?,((reverse fb:phrase.prop.child) fb:phrase.Jacques_Chirac),SELECT DISTINCT ?x1 WHERE { dbr:Jacques_Chirac dbo:child ?x1 }
244. Whom Predident Chirac married to?,((reverse fb:phrase.prop.spouse) fb:phrase.Claude_Chirac),SELECT DISTINCT ?x1 WHERE { dbr:Claude_Chirac dbo:spouse ?x1 }
245. What type of government does Russia consist ?,((reverse fb:phrase.prop.type) (fb:phrase.prop.government ((reverse fb:phrase.prop.house) fb:phrase.Russia))),SELECT DISTINCT ?x3 WHERE { dbr:Russia dbo:house ?x1 . ?x2 dbo:government ?x1 . ?x2 dbo:type ?x3 }
245. What type of government does Russia consist ?,((reverse fb:phrase.prop.type) (fb:phrase.prop.government ((reverse fb:phrase.prop.board) fb:phrase.Russia))),SELECT DISTINCT ?x3 WHERE { dbr:Russia dbo:board ?x1 . ?x2 dbo:government ?x1 . ?x2 dbo:type ?x3 }
245. What type of government does Russia consist ?,((reverse fb:phrase.prop.type) (fb:phrase.prop.government ((reverse fb:phrase.prop.affiliation) fb:phrase.Russia))),SELECT DISTINCT ?x3 WHERE { dbr:Russia dbo:affiliation ?x1 . ?x2 dbo:government ?x1 . ?x2 dbo:type ?x3 }
246. Where is Fort Knox situated ?,((reverse fb:phrase.prop.locatedInArea) fb:phrase.Fort_Knox),SELECT DISTINCT ?x1 WHERE { dbr:Fort_Knox dbo:locatedInArea ?x1 }
246. Where is Fort Knox situated ?,((reverse fb:phrase.prop.location) fb:phrase.Fort_Knox),SELECT DISTINCT ?x1 WHERE { dbr:Fort_Knox dbo:location ?x1 }
246. Where is Fort Knox situated ?,((reverse fb:phrase.prop.residence) fb:phrase.Fort_Knox),SELECT DISTINCT ?x1 WHERE { dbr:Fort_Knox dbo:residence ?x1 }
247. Give me the names of actors born after 1950 in Paris .,((reverse fb:phrase.prop.otherName) (fb:phrase.prop.artist (fb:phrase.prop.birthPlace (and fb:phrase.1950s fb:phrase.This_Was_Paris)))),SELECT DISTINCT ?x3 WHERE { FILTER (dbr:1950s = dbr:This_Was_Paris) . ?x1 dbo:birthPlace dbr:1950s . ?x2 dbo:artist ?x1 . ?x2 dbo:otherName ?x3 }
247. Give me the names of actors born after 1950 in Paris .,((reverse fb:phrase.prop.otherName) (fb:phrase.prop.artist (fb:phrase.prop.birthPlace (and fb:phrase.1950s fb:phrase.Parys)))),SELECT DISTINCT ?x3 WHERE { FILTER (dbr:1950s = dbr:Parys) . ?x1 dbo:birthPlace dbr:1950s . ?x2 dbo:artist ?x1 . ?x2 dbo:otherName ?x3 }
247. Give me the names of actors born after 1950 in Paris .,((reverse fb:phrase.prop.otherName) (fb:phrase.prop.artist (fb:phrase.prop.birthPlace (and fb:phrase.1950s fb:phrase.Paris)))),SELECT DISTINCT ?x3 WHERE { FILTER (dbr:1950s = dbr:Paris) . ?x1 dbo:birthPlace dbr:1950s . ?x2 dbo:artist ?x1 . ?x2 dbo:otherName ?x3 }
248. What is the name of smallest size city in Germany ?,(fb:phrase.prop.format fb:phrase.Germany),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:format dbr:Germany }
248. What is the name of smallest size city in Germany ?,(fb:phrase.prop.format fb:phrase.Seeland_Germany),"SELECT DISTINCT ?x1 WHERE { ?x1 dbo:format dbr:Seeland,_Germany }"
248. What is the name of smallest size city in Germany ?,(fb:phrase.prop.format fb:phrase.Germany_Kent),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:format dbr:Germany_Kent }
249. What is the area of  UK ?,((reverse fb:phrase.prop.part) fb:phrase.uk),SELECT DISTINCT ?x1 WHERE { dbr:.uk dbo:part ?x1 }
249. What is the area of  UK ?,((reverse fb:phrase.prop.part) fb:phrase.UK),SELECT DISTINCT ?x1 WHERE { dbr:@UK dbo:part ?x1 }
249. What is the area of  UK ?,((reverse fb:phrase.prop.part) fb:phrase.Parkinsons_UK),SELECT DISTINCT ?x1 WHERE { dbr:Parkinson's_UK dbo:part ?x1 }
250. What is the count of companies founded by the Facebook founder ?,((reverse fb:phrase.prop.time) (fb:phrase.prop.party ((reverse fb:phrase.prop.founder) (fb:rdf.type.prop fb:nounphrase.Sound)))),SELECT DISTINCT ?x4 WHERE { ?x1 rdf:type dbr:Stand! . ?x1 dbo:founder ?x2 . ?x3 dbo:party ?x2 . ?x3 dbo:time ?x4 }
250. What is the count of companies founded by the Facebook founder ?,((reverse fb:phrase.prop.time) (fb:phrase.prop.party (fb:phrase.prop.foundedBy ((reverse fb:phrase.prop.founder) fb:phrase.Facebook)))),SELECT DISTINCT ?x4 WHERE { dbr:Facebook dbo:founder ?x1 . ?x2 dbo:foundedBy ?x1 . ?x3 dbo:party ?x2 . ?x3 dbo:time ?x4 }
250. What is the count of companies founded by the Facebook founder ?,((reverse fb:phrase.prop.time) (fb:phrase.prop.party (fb:phrase.prop.foundedBy ((reverse fb:phrase.prop.founder) fb:phrase.Facebook)))),SELECT DISTINCT ?x4 WHERE { dbr:Facebook dbo:founder ?x1 . ?x2 dbo:foundedBy ?x1 . ?x3 dbo:party ?x2 . ?x3 dbo:time ?x4 }
251. Give the date when princess Diana died ?,(fb:phrase.prop.date ((reverse fb:phrase.prop.deathPlace) fb:phrase.Wonder_Woman)),SELECT DISTINCT ?x2 WHERE { dbr:Wonder_Woman dbo:deathPlace ?x1 . ?x2 dbo:date ?x1 }
251. Give the date when princess Diana died ?,(fb:phrase.prop.date ((reverse fb:phrase.prop.child) fb:phrase.Wonder_Woman)),SELECT DISTINCT ?x2 WHERE { dbr:Wonder_Woman dbo:child ?x1 . ?x2 dbo:date ?x1 }
251. Give the date when princess Diana died ?,(fb:phrase.prop.date ((reverse fb:phrase.prop.deathCause) fb:phrase.Wonder_Woman)),SELECT DISTINCT ?x2 WHERE { dbr:Wonder_Woman dbo:deathCause ?x1 . ?x2 dbo:date ?x1 }
252. What is the name of the beer that originated from Ireland ?,(and (fb:rdf.type.prop fb:nounphrase.Beverage) (fb:phrase.prop.origin fb:phrase.Ireland)),SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbr:Weser . ?x1 dbo:origin dbr:Ireland }
252. What is the name of the beer that originated from Ireland ?,(and (fb:rdf.type.prop fb:nounphrase.Beverage) (fb:phrase.prop.origin fb:phrase.Turks_in_Ireland)),SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbr:Weser . ?x1 dbo:origin dbr:Turks_in_Ireland }
252. What is the name of the beer that originated from Ireland ?,(and (fb:rdf.type.prop fb:nounphrase.Beverage) (fb:phrase.prop.origin fb:phrase.TV3_Ireland)),SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbr:Weser . ?x1 dbo:origin dbr:TV3_(Ireland) }
253. Is James Bond not married?,(and fb:phrase.James_Bond (not (fb:rdf.type.prop fb:nounphrase.Single))),SELECT DISTINCT ?x1 ?x1name WHERE { FILTER NOT EXISTS { dbr:James_Bond rdf:type dbr:Spain } . FILTER (?x1 = dbr:James_Bond) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
253. Is James Bond not married?,(and fb:phrase.James_Bond_filmography (not (fb:rdf.type.prop fb:nounphrase.Single))),SELECT DISTINCT ?x1 ?x1name WHERE { FILTER NOT EXISTS { dbr:James_Bond_filmography rdf:type dbr:Spain } . FILTER (?x1 = dbr:James_Bond_filmography) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
253. Is James Bond not married?,(and fb:phrase.Jatt_James_Bond (not (fb:rdf.type.prop fb:nounphrase.Single))),SELECT DISTINCT ?x1 ?x1name WHERE { FILTER NOT EXISTS { dbr:Jatt_James_Bond rdf:type dbr:Spain } . FILTER (?x1 = dbr:Jatt_James_Bond) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
254. Name the famous scientist behind Manhattan Project and also Nobel Peace Prize,(and (fb:phrase.prop.established fb:phrase.Manhattan_Project) fb:phrase.Nobel_Peace_Prize),SELECT DISTINCT ?x1 ?x1name WHERE { ?x1 dbo:established dbr:Manhattan_Project . FILTER (?x1 = dbr:Nobel_Peace_Prize) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
254. Name the famous scientist behind Manhattan Project and also Nobel Peace Prize,(and (fb:phrase.prop.established fb:phrase.Manhattan_Project) fb:phrase.2007_Nobel_Peace_Prize),SELECT DISTINCT ?x1 ?x1name WHERE { ?x1 dbo:established dbr:Manhattan_Project . FILTER (?x1 = dbr:2007_Nobel_Peace_Prize) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
254. Name the famous scientist behind Manhattan Project and also Nobel Peace Prize,(and (fb:phrase.prop.established fb:phrase.Manhattan_Project) fb:phrase.Ig_Nobel_Prize),SELECT DISTINCT ?x1 ?x1name WHERE { ?x1 dbo:established dbr:Manhattan_Project . FILTER (?x1 = dbr:Ig_Nobel_Prize) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
255. Number of airlines those are part of the Star Alliance !,((reverse fb:phrase.prop.number) (fb:phrase.prop.suborbitalFlights ((reverse fb:phrase.prop.role) fb:phrase.Star_Alliance))),SELECT DISTINCT ?x3 WHERE { dbr:Star_Alliance dbo:role ?x1 . ?x2 dbo:suborbitalFlights ?x1 . ?x2 dbo:number ?x3 }
255. Number of airlines those are part of the Star Alliance !,((reverse fb:phrase.prop.number) (fb:phrase.prop.suborbitalFlights ((reverse fb:phrase.prop.role) fb:phrase.Star))),SELECT DISTINCT ?x3 WHERE { dbr:Star dbo:role ?x1 . ?x2 dbo:suborbitalFlights ?x1 . ?x2 dbo:number ?x3 }
255. Number of airlines those are part of the Star Alliance !,((reverse fb:phrase.prop.number) (fb:phrase.prop.suborbitalFlights ((reverse fb:phrase.prop.role) fb:phrase.Alliance))),SELECT DISTINCT ?x3 WHERE { dbr:Alliance dbo:role ?x1 . ?x2 dbo:suborbitalFlights ?x1 . ?x2 dbo:number ?x3 }
256. When did Latvia become part of the EU ?,(and fb:phrase.Latvia ((reverse fb:phrase.prop.role) fb:phrase.Eus)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Eus dbo:role dbr:Latvia . FILTER (?x1 = dbr:Latvia) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
256. When did Latvia become part of the EU ?,(and fb:phrase.Latvia ((reverse fb:phrase.prop.role) fb:phrase.Eu)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Eus dbo:role dbr:Latvia . FILTER (?x1 = dbr:Latvia) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
256. When did Latvia become part of the EU ?,(and fb:phrase.Latvia ((reverse fb:phrase.prop.role) fb:phrase.EUS)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:EUS dbo:role dbr:Latvia . FILTER (?x1 = dbr:Latvia) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
257. Is Michelle spouse of President Obama ?,(and fb:phrase.Michel_Besnier ((reverse fb:phrase.prop.spouse) fb:phrase.Presidency_of_Barack_Obama)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Presidency_of_Barack_Obama dbo:spouse dbr:Michel_Besnier . FILTER (?x1 = dbr:Michel_Besnier) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
257. Is Michelle spouse of President Obama ?,(and fb:phrase.Michel_Besnier ((reverse fb:phrase.prop.spouse) fb:phrase.The_Obama_Nation)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:The_Obama_Nation dbo:spouse dbr:Michel_Besnier . FILTER (?x1 = dbr:Michel_Besnier) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
257. Is Michelle spouse of President Obama ?,(and fb:phrase.Michel_Besnier ((reverse fb:phrase.prop.spouse) fb:phrase.The_Promise_President_Obama_Year_One)),"SELECT DISTINCT ?x1 ?x1name WHERE { dbr:The_Promise:_President_Obama,_Year_One dbo:spouse dbr:Michel_Besnier . FILTER (?x1 = dbr:Michel_Besnier) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }"
258. Name the person who created the comic Captain America ?,(fb:phrase.prop.person (fb:phrase.prop.relative fb:phrase.Americas_Best_Comics)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:relative dbr:America's_Best_Comics . ?x2 dbo:person ?x1 }
258. Name the person who created the comic Captain America ?,(fb:phrase.prop.person (fb:phrase.prop.relative fb:phrase.Captain_America)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:relative dbr:Captain_America . ?x2 dbo:person ?x1 }
258. Name the person who created the comic Captain America ?,(fb:phrase.prop.person (fb:phrase.prop.relative fb:phrase.Captain_Mike_Across_America)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:relative dbr:Captain_Mike_Across_America . ?x2 dbo:person ?x1 }
259. When was the death of Michael Jackson? ,((reverse fb:phrase.prop.deathPlace) fb:phrase.The_Essential_Michael_Jackson),SELECT DISTINCT ?x1 WHERE { dbr:The_Essential_Michael_Jackson dbo:deathPlace ?x1 }
259. When was the death of Michael Jackson? ,((reverse fb:phrase.prop.deathPlace) fb:phrase.Michael_Jackson),SELECT DISTINCT ?x1 WHERE { dbr:Michael_Jackson dbo:deathPlace ?x1 }
259. When was the death of Michael Jackson? ,((reverse fb:phrase.prop.deathPlace) fb:phrase.Michael_Jacksons_Ghosts),SELECT DISTINCT ?x1 WHERE { dbr:Michael_Jackson's_Ghosts dbo:deathPlace ?x1 }
260. List out all Frisian islands that are in the territory of Netherlands .,(and fb:phrase.Frisian_Islands ((reverse fb:phrase.prop.country) fb:phrase.Netherlands)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Netherlands dbo:country dbr:Frisian_Islands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
260. List out all Frisian islands that are in the territory of Netherlands .,(and fb:phrase.Frisian_Islands ((reverse fb:phrase.prop.country) fb:phrase.Walem_Netherlands)),"SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Walem,_Netherlands dbo:country dbr:Frisian_Islands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }"
260. List out all Frisian islands that are in the territory of Netherlands .,(and fb:phrase.Frisian_Islands ((reverse fb:phrase.prop.country) fb:phrase.Strype_Netherlands)),"SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Strype,_Netherlands dbo:country dbr:Frisian_Islands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }"
261. What is the height of Claudia Schiffer ?,((reverse fb:phrase.prop.height) fb:phrase.Claudia_Schiffer),SELECT DISTINCT ?x1 WHERE { dbr:Claudia_Schiffer dbo:height ?x1 }
261. What is the height of Claudia Schiffer ?,((reverse fb:phrase.prop.height) fb:phrase.Schiffer),SELECT DISTINCT ?x1 WHERE { dbr:Schiffer dbo:height ?x1 }
261. What is the height of Claudia Schiffer ?,((reverse fb:phrase.prop.height) fb:phrase.Ervin_Schiffer),SELECT DISTINCT ?x1 WHERE { dbr:Ervin_Schiffer dbo:height ?x1 }
262. What are the names of lakes in Denmark ?,((reverse fb:phrase.prop.otherName) (fb:phrase.prop.lake fb:phrase.Denmark)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:lake dbr:Denmark . ?x1 dbo:otherName ?x2 }
262. What are the names of lakes in Denmark ?,((reverse fb:phrase.prop.otherName) (fb:phrase.prop.lake fb:phrase.1869_in_Denmark)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:lake dbr:1869_in_Denmark . ?x1 dbo:otherName ?x2 }
262. What are the names of lakes in Denmark ?,((reverse fb:phrase.prop.otherName) (fb:phrase.prop.lake fb:phrase.1786_in_Denmark)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:lake dbr:1786_in_Denmark . ?x1 dbo:otherName ?x2 }
